Date,NewCustomers,ProductsSold,PPC-Incremental,TotalCustomers,TotalProducts,PPC-Total,NewSAAccounts,NewCAAccounts,NewCreditCards,NewDmatA/c,AverageSABalance,AverageCABalance,NewLoans,Repayments,Total Loans,Fresh SMA1,Fresh SMA2,Fresh NPA,Recovery
12/8/2016, 34.0 , 36.0 , 1.1 ," 86,113.0 "," 112,230.0 ",1.303287541,16,6,1,2," 13,386.0 ",41472,515000,309000,1587753000,61800,24720,9270,834.3
12/9/2016, 24.0 , 25.0 , 1.0 ," 86,137.0 "," 112,255.0 ",1.303214646,12,5,1,2," 13,248.0 ",41472,530000,291000,1587992000,58300,23280,14550,1600.5
12/12/2016, 3.0 , 6.0 , 2.0 ," 86,140.0 "," 112,261.0 ",1.303238913,2,1,0,0," 13,386.0 ",42336,545000,285000,1588252000,49050,19950,11400,1026
12/13/2016, 16.0 , 21.0 , 1.3 ," 86,156.0 "," 112,282.0 ",1.303240633,10,2,2,0," 13,800.0 ",41904,450000,273000,1588429000,45000,21840,8190,900.9
12/14/2016, 23.0 , 27.0 , 1.2 ," 86,179.0 "," 112,309.0 ",1.303206117,13,3,1,1," 13,800.0 ",41472,525000,312000,1588642000,47250,18720,9360,1123.2
12/15/2016, 49.0 , 52.0 , 1.1 ," 86,228.0 "," 112,361.0 ",1.303068609,16,6,3,4," 13,248.0 ",42336,550000,300000,1588892000,66000,21000,9000,1080
12/16/2016, 22.0 , 22.0 , 1.0 ," 86,250.0 "," 112,383.0 ",1.302991304,7,4,2,2," 13,248.0 ",41472,455000,315000,1589032000,40950,15750,12600,1008
12/19/2016, 26.0 , 31.0 , 1.2 ," 86,276.0 "," 112,414.0 ",1.302957949,10,3,2,2," 13,248.0 ",42336,500000,297000,1589235000,50000,14850,14850,1188
12/20/2016, 9.0 , 11.0 , 1.2 ," 86,285.0 "," 112,425.0 ",1.302949528,5,2,0,1," 13,662.0 ",41040,535000,297000,1589473000,58850,20790,11880,1425.6
12/21/2016, 49.0 , 49.0 , 1.0 ," 86,334.0 "," 112,474.0 ",1.302777585,17,5,2,5," 13,662.0 ",42336,465000,318000,1589620000,41850,19080,15900,1590
12/22/2016, 45.0 , 45.0 , 1.0 ," 86,379.0 "," 112,519.0 ",1.30261985,16,5,3,2," 13,662.0 ",42336,455000,294000,1589781000,45500,23520,8820,970.2
12/23/2016, 30.0 , 32.0 , 1.1 ," 86,409.0 "," 112,551.0 ",1.30253793,15,5,2,3," 13,662.0 ",41904,450000,315000,1589916000,40500,18900,15750,1890
12/26/2016, 10.0 , 15.0 , 1.5 ," 86,419.0 "," 112,566.0 ",1.302560779,7,3,1,0," 13,386.0 ",42768,465000,324000,1590057000,37200,22680,9720,1069.2
12/27/2016, 3.0 , 5.0 , 1.7 ," 86,422.0 "," 112,571.0 ",1.302573419,2,1,0,0," 13,386.0 ",43200,455000,318000,1590194000,36400,15900,15900,1431
12/28/2016, 44.0 , 45.0 , 1.0 ," 86,466.0 "," 112,616.0 ",1.302431013,17,8,3,5," 13,524.0 ",41904,470000,276000,1590388000,37600,19320,11040,1324.8
12/29/2016, 6.0 , 9.0 , 1.5 ," 86,472.0 "," 112,625.0 ",1.302444722,3,2,1,0," 13,662.0 ",41904,550000,312000,1590626000,66000,24960,15600,1716
12/30/2016, 40.0 , 42.0 , 1.1 ," 86,512.0 "," 112,667.0 ",1.302328001,21,8,4,1," 13,662.0 ",42336,450000,279000,1590797000,45000,16740,8370,1004.4
1/2/2017, 36.0 , 38.0 , 1.1 ," 86,548.0 "," 112,705.0 ",1.302225355,13,7,4,3," 13,386.0 ",41904,475000,294000,1590978000,47500,14700,14700,1764
1/3/2017, 27.0 , 31.0 , 1.1 ," 86,575.0 "," 112,736.0 ",1.302177303,15,5,3,1," 13,524.0 ",42768,490000,321000,1591147000,58800,16050,12840,1540.8
1/4/2017, 36.0 , 39.0 , 1.1 ," 86,611.0 "," 112,775.0 ",1.30208634,18,7,1,3," 13,110.0 ",43200,545000,321000,1591371000,49050,22470,12840,1027.2
1/5/2017, 23.0 , 24.0 , 1.0 ," 86,634.0 "," 112,799.0 ",1.302017684,9,4,0,1," 13,524.0 ",42336,540000,291000,1591620000,64800,23280,11640,931.2
1/6/2017, 48.0 , 52.0 , 1.1 ," 86,682.0 "," 112,851.0 ",1.301896588,19,8,5,2," 13,662.0 ",43200,515000,312000,1591823000,61800,15600,9360,936
1/9/2017, 2.0 , 3.0 , 1.5 ," 86,684.0 "," 112,854.0 ",1.301901158,1,0,0,0," 13,110.0 ",41472,520000,300000,1592043000,46800,24000,9000,1080
1/10/2017, 32.0 , 34.0 , 1.1 ," 86,716.0 "," 112,888.0 ",1.301812814,14,4,3,2," 13,110.0 ",42768,475000,279000,1592239000,47500,19530,11160,1116
1/11/2017, 28.0 , 33.0 , 1.2 ," 86,744.0 "," 112,921.0 ",1.301773033,16,6,3,3," 13,110.0 ",41040,505000,279000,1592465000,40400,19530,11160,1227.6
1/12/2017, 49.0 , 54.0 , 1.1 ," 86,793.0 "," 112,975.0 ",1.301660272,26,8,5,3," 13,524.0 ",42768,540000,282000,1592723000,48600,16920,14100,1410
1/13/2017, 12.0 , 16.0 , 1.3 ," 86,805.0 "," 112,991.0 ",1.301664651,5,2,0,1," 13,524.0 ",42336,470000,279000,1592914000,51700,22320,8370,669.6
1/16/2017, 44.0 , 47.0 , 1.1 ," 86,849.0 "," 113,038.0 ",1.301546362,16,9,3,4," 13,248.0 ",41040,460000,312000,1593062000,36800,21840,15600,1404
1/17/2017, 42.0 , 45.0 , 1.1 ," 86,891.0 "," 113,083.0 ",1.301435131,15,6,3,1," 13,248.0 ",41472,490000,285000,1593267000,49000,19950,8550,940.5
1/18/2017, 7.0 , 11.0 , 1.6 ," 86,898.0 "," 113,094.0 ",1.30145688,4,1,0,0," 13,800.0 ",41040,455000,309000,1593413000,36400,21630,9270,741.6
1/19/2017, 47.0 , 50.0 , 1.1 ," 86,945.0 "," 113,144.0 ",1.301328426,23,6,3,4," 13,110.0 ",42768,485000,318000,1593580000,43650,19080,9540,1144.8
1/20/2017, 10.0 , 15.0 , 1.5 ," 86,955.0 "," 113,159.0 ",1.301351274,7,3,1,2," 13,248.0 ",41904,470000,315000,1593735000,42300,22050,9450,1134
1/23/2017, 42.0 , 42.0 , 1.0 ," 86,997.0 "," 113,201.0 ",1.301205789,13,5,1,4," 13,800.0 ",41904,495000,288000,1593942000,39600,17280,8640,777.6
1/24/2017, 6.0 , 8.0 , 1.3 ," 87,003.0 "," 113,209.0 ",1.301208004,3,1,0,0," 13,386.0 ",41904,500000,318000,1594124000,40000,19080,9540,1144.8
1/25/2017, 8.0 , 12.0 , 1.5 ," 87,011.0 "," 113,221.0 ",1.301226282,4,2,1,0," 13,800.0 ",41472,475000,270000,1594329000,57000,16200,10800,864
1/26/2017, 13.0 , 15.0 , 1.2 ," 87,024.0 "," 113,236.0 ",1.301204265,6,2,1,1," 13,386.0 ",42336,460000,273000,1594516000,55200,16380,13650,1365
1/27/2017, 33.0 , 34.0 , 1.0 ," 87,057.0 "," 113,270.0 ",1.301101577,14,6,1,2," 13,800.0 ",42336,500000,270000,1594746000,50000,18900,8100,729
1/30/2017, 5.0 , 7.0 , 1.4 ," 87,062.0 "," 113,277.0 ",1.301107257,2,1,1,1," 13,386.0 ",41904,475000,282000,1594939000,47500,14100,11280,902.4
1/31/2017, 6.0 , 8.0 , 1.3 ," 87,068.0 "," 113,285.0 ",1.301109478,3,1,0,1," 13,524.0 ",43200,525000,276000,1595188000,47250,16560,8280,993.6
2/1/2017, 12.0 , 14.0 , 1.2 ," 87,080.0 "," 113,299.0 ",1.301090951,6,1,1,0," 13,662.0 ",43200,500000,312000,1595376000,50000,18720,12480,1497.6
2/2/2017, 20.0 , 24.0 , 1.2 ," 87,100.0 "," 113,323.0 ",1.301067738,11,5,1,2," 13,248.0 ",41472,500000,282000,1595594000,55000,19740,14100,1692
2/3/2017, 10.0 , 14.0 , 1.4 ," 87,110.0 "," 113,337.0 ",1.301079095,6,2,1,0," 13,662.0 ",42336,520000,324000,1595790000,62400,25920,9720,1166.4
2/6/2017, 21.0 , 22.0 , 1.0 ," 87,131.0 "," 113,359.0 ",1.301018007,9,4,1,1," 13,800.0 ",41472,480000,318000,1595952000,38400,15900,15900,1431
2/7/2017, 30.0 , 32.0 , 1.1 ," 87,161.0 "," 113,391.0 ",1.300937346,11,5,1,3," 13,110.0 ",42336,490000,276000,1596166000,44100,19320,11040,1214.4
2/8/2017, 23.0 , 24.0 , 1.0 ," 87,184.0 "," 113,415.0 ",1.300869426,12,5,2,1," 13,662.0 ",41904,525000,273000,1596418000,47250,21840,10920,1310.4
2/9/2017, 21.0 , 23.0 , 1.1 ," 87,205.0 "," 113,438.0 ",1.300819907,11,3,2,1," 13,110.0 ",43200,520000,315000,1596623000,57200,22050,15750,1890
2/10/2017, 36.0 , 41.0 , 1.1 ," 87,241.0 "," 113,479.0 ",1.300753086,18,8,1,2," 13,386.0 ",42336,500000,309000,1596814000,45000,15450,12360,1359.6
2/13/2017, 37.0 , 37.0 , 1.0 ," 87,278.0 "," 113,516.0 ",1.300625587,12,4,3,3," 13,524.0 ",43200,540000,321000,1597033000,59400,16050,16050,1765.5
2/14/2017, 20.0 , 22.0 , 1.1 ," 87,298.0 "," 113,538.0 ",1.300579624,9,4,0,2," 13,662.0 ",42336,525000,297000,1597261000,52500,23760,8910,712.8
2/15/2017, 12.0 , 14.0 , 1.2 ," 87,310.0 "," 113,552.0 ",1.300561219,4,2,1,1," 13,800.0 ",42336,455000,306000,1597410000,40950,21420,15300,1683
2/16/2017, 1.0 , 3.0 , 3.0 ," 87,311.0 "," 113,555.0 ",1.300580683,1,0,0,0," 13,524.0 ",42336,490000,294000,1597606000,39200,23520,11760,1411.2
2/17/2017, 38.0 , 39.0 , 1.0 ," 87,349.0 "," 113,594.0 ",1.300461368,13,5,4,1," 13,110.0 ",43200,495000,291000,1597810000,54450,14550,14550,1455
2/20/2017, 14.0 , 15.0 , 1.1 ," 87,363.0 "," 113,609.0 ",1.300424665,6,3,0,0," 13,662.0 ",41472,470000,270000,1598010000,42300,13500,8100,891
2/21/2017, 19.0 , 21.0 , 1.1 ," 87,382.0 "," 113,630.0 ",1.30038223,9,3,1,1," 13,524.0 ",42336,485000,282000,1598213000,48500,14100,11280,902.4
2/22/2017, 8.0 , 9.0 , 1.1 ," 87,390.0 "," 113,639.0 ",1.300366175,5,1,1,0," 13,248.0 ",41472,455000,273000,1598395000,54600,19110,10920,1201.2
2/23/2017, 50.0 , 51.0 , 1.0 ," 87,440.0 "," 113,690.0 ",1.300205855,19,5,2,5," 13,386.0 ",41904,470000,327000,1598538000,51700,22890,9810,784.8
2/24/2017, 3.0 , 7.0 , 2.3 ," 87,443.0 "," 113,697.0 ",1.3002413,2,1,1,0," 13,524.0 ",41040,550000,321000,1598767000,60500,22470,16050,1926
2/27/2017, 1.0 , 6.0 , 6.0 ," 87,444.0 "," 113,703.0 ",1.300295046,3,1,0,0," 13,248.0 ",43200,490000,282000,1598975000,58800,19740,11280,1128
2/28/2017, 1.0 , 1.0 , 1.0 ," 87,445.0 "," 113,704.0 ",1.300291612,0,0,0,0," 13,248.0 ",42768,470000,312000,1599133000,47000,21840,15600,1248
3/1/2017, 16.0 , 21.0 , 1.3 ," 87,461.0 "," 113,725.0 ",1.300293845,8,2,2,1," 13,800.0 ",41472,525000,312000,1599346000,63000,18720,9360,936
3/2/2017, 1.0 , 6.0 , 6.0 ," 87,462.0 "," 113,731.0 ",1.30034758,2,1,0,0," 13,110.0 ",42336,515000,285000,1599576000,61800,17100,14250,1140
3/3/2017, 25.0 , 28.0 , 1.1 ," 87,487.0 "," 113,759.0 ",1.300296044,11,5,1,3," 13,800.0 ",42768,535000,294000,1599817000,42800,14700,14700,1470
3/6/2017, 35.0 , 37.0 , 1.1 ," 87,522.0 "," 113,796.0 ",1.300198807,13,7,3,4," 13,662.0 ",42336,495000,291000,1600021000,59400,14550,14550,1746
3/7/2017, 38.0 , 41.0 , 1.1 ," 87,560.0 "," 113,837.0 ",1.300102787,13,6,3,2," 13,662.0 ",43200,465000,318000,1600168000,37200,15900,15900,1908
3/8/2017, 3.0 , 4.0 , 1.3 ," 87,563.0 "," 113,841.0 ",1.300103925,2,1,0,0," 13,524.0 ",41472,450000,315000,1600303000,36000,18900,9450,850.5
3/9/2017, 16.0 , 17.0 , 1.1 ," 87,579.0 "," 113,858.0 ",1.300060517,7,2,1,1," 13,524.0 ",41040,525000,318000,1600510000,52500,19080,12720,1017.6
3/10/2017, 32.0 , 36.0 , 1.1 ," 87,611.0 "," 113,894.0 ",1.299996576,12,4,2,4," 13,524.0 ",43200,500000,282000,1600728000,50000,16920,8460,676.8
3/13/2017, 46.0 , 48.0 , 1.0 ," 87,657.0 "," 113,942.0 ",1.299861962,15,7,2,2," 13,524.0 ",41472,470000,297000,1600901000,42300,14850,8910,801.9
3/14/2017, 44.0 , 45.0 , 1.0 ," 87,701.0 "," 113,987.0 ",1.299722922,22,6,1,2," 13,662.0 ",43200,485000,279000,1601107000,53350,22320,13950,1534.5
3/15/2017, 33.0 , 34.0 , 1.0 ," 87,734.0 "," 114,021.0 ",1.299621583,13,6,2,2," 13,524.0 ",41040,495000,282000,1601320000,39600,14100,8460,1015.2
3/16/2017, 37.0 , 40.0 , 1.1 ," 87,771.0 "," 114,061.0 ",1.299529457,14,8,2,2," 13,662.0 ",41040,540000,288000,1601572000,59400,14400,11520,1382.4
3/17/2017, 12.0 , 16.0 , 1.3 ," 87,783.0 "," 114,077.0 ",1.299534078,8,2,0,1," 13,110.0 ",41904,550000,285000,1601837000,44000,22800,14250,1567.5
3/20/2017, 12.0 , 13.0 , 1.1 ," 87,795.0 "," 114,090.0 ",1.299504528,6,1,1,0," 13,386.0 ",42768,485000,291000,1602031000,38800,20370,8730,960.3
3/21/2017, 7.0 , 8.0 , 1.1 ," 87,802.0 "," 114,098.0 ",1.299492039,4,1,1,1," 13,662.0 ",42768,535000,270000,1602296000,53500,13500,8100,810
3/22/2017, 41.0 , 45.0 , 1.1 ," 87,843.0 "," 114,143.0 ",1.299397789,19,8,2,5," 13,386.0 ",41904,460000,318000,1602438000,41400,15900,15900,1749
3/23/2017, 41.0 , 42.0 , 1.0 ," 87,884.0 "," 114,185.0 ",1.299269492,20,4,3,2," 13,524.0 ",42336,530000,288000,1602680000,47700,20160,11520,1382.4
3/24/2017, 15.0 , 16.0 , 1.1 ," 87,899.0 "," 114,201.0 ",1.299229798,8,3,0,1," 13,524.0 ",41904,470000,312000,1602838000,51700,15600,9360,1123.2
3/27/2017, 42.0 , 46.0 , 1.1 ," 87,941.0 "," 114,247.0 ",1.299132373,19,8,2,1," 13,662.0 ",41040,450000,315000,1602973000,49500,22050,9450,756
3/28/2017, 38.0 , 41.0 , 1.1 ," 87,979.0 "," 114,288.0 ",1.29903727,17,7,1,3," 13,110.0 ",41040,535000,291000,1603217000,64200,20370,11640,1047.6
3/29/2017, 1.0 , 4.0 , 4.0 ," 87,980.0 "," 114,292.0 ",1.29906797,1,1,0,0," 13,386.0 ",42768,455000,282000,1603390000,54600,19740,8460,930.6
3/30/2017, 41.0 , 44.0 , 1.1 ," 88,021.0 "," 114,336.0 ",1.298962748,14,8,4,3," 13,662.0 ",41472,465000,324000,1603531000,55800,16200,16200,1620
3/31/2017, 12.0 , 15.0 , 1.3 ," 88,033.0 "," 114,351.0 ",1.298956073,5,2,1,0," 13,110.0 ",42336,460000,282000,1603709000,46000,14100,8460,846
4/3/2017, 12.0 , 17.0 , 1.4 ," 88,045.0 "," 114,368.0 ",1.298972117,7,2,1,1," 13,248.0 ",41472,545000,276000,1603978000,65400,13800,11040,1104
4/4/2017, 28.0 , 31.0 , 1.1 ," 88,073.0 "," 114,399.0 ",1.298911131,15,4,3,1," 13,386.0 ",42336,475000,321000,1604132000,52250,25680,9630,866.7
4/5/2017, 44.0 , 47.0 , 1.1 ," 88,117.0 "," 114,446.0 ",1.298795919,15,8,3,2," 13,524.0 ",43200,500000,288000,1604344000,50000,20160,11520,1152
4/6/2017, 11.0 , 14.0 , 1.3 ," 88,128.0 "," 114,460.0 ",1.298792665,5,2,1,0," 13,386.0 ",42768,520000,318000,1604546000,57200,19080,12720,1272
4/7/2017, 4.0 , 8.0 , 2.0 ," 88,132.0 "," 114,468.0 ",1.298824491,3,1,1,0," 13,248.0 ",42336,475000,327000,1604694000,47500,16350,13080,1308
4/10/2017, 35.0 , 35.0 , 1.0 ," 88,167.0 "," 114,503.0 ",1.298705865,13,5,2,1," 13,800.0 ",43200,455000,318000,1604831000,50050,22260,9540,763.2
4/11/2017, 4.0 , 5.0 , 1.3 ," 88,171.0 "," 114,508.0 ",1.298703655,3,1,0,0," 13,110.0 ",41472,550000,270000,1605111000,66000,21600,8100,972
4/12/2017, 40.0 , 42.0 , 1.1 ," 88,211.0 "," 114,550.0 ",1.298590879,13,8,3,3," 13,662.0 ",41904,490000,297000,1605304000,49000,17820,11880,1188
4/13/2017, 7.0 , 8.0 , 1.1 ," 88,218.0 "," 114,558.0 ",1.298578521,3,1,1,1," 13,248.0 ",41904,505000,324000,1605485000,55550,22680,12960,1555.2
4/14/2017, 37.0 , 38.0 , 1.0 ," 88,255.0 "," 114,596.0 ",1.298464676,13,6,3,1," 13,248.0 ",41040,465000,276000,1605674000,37200,22080,13800,1104
4/17/2017, 26.0 , 29.0 , 1.1 ," 88,281.0 "," 114,625.0 ",1.298410757,10,3,2,1," 13,800.0 ",41472,515000,297000,1605892000,41200,23760,14850,1782
4/18/2017, 16.0 , 19.0 , 1.2 ," 88,297.0 "," 114,644.0 ",1.298390659,8,4,2,1," 13,524.0 ",43200,505000,327000,1606070000,50500,26160,13080,1569.6
4/19/2017, 13.0 , 14.0 , 1.1 ," 88,310.0 "," 114,658.0 ",1.298358057,5,2,1,1," 13,386.0 ",41040,510000,315000,1606265000,51000,25200,15750,1575
4/20/2017, 47.0 , 48.0 , 1.0 ," 88,357.0 "," 114,706.0 ",1.298210668,24,5,4,3," 13,248.0 ",41472,510000,300000,1606475000,40800,24000,15000,1200
4/21/2017, 40.0 , 41.0 , 1.0 ," 88,397.0 "," 114,747.0 ",1.298087039,18,5,1,4," 13,386.0 ",42768,530000,315000,1606690000,53000,25200,15750,1890
4/24/2017, 17.0 , 20.0 , 1.2 ," 88,414.0 "," 114,767.0 ",1.298063655,6,4,2,1," 13,662.0 ",42336,525000,270000,1606945000,42000,13500,8100,972
4/25/2017, 5.0 , 8.0 , 1.6 ," 88,419.0 "," 114,775.0 ",1.298080729,4,2,0,1," 13,110.0 ",41040,485000,315000,1607115000,58200,25200,12600,1512
4/26/2017, 10.0 , 11.0 , 1.1 ," 88,429.0 "," 114,786.0 ",1.298058329,4,2,0,0," 13,386.0 ",41040,480000,309000,1607286000,52800,18540,15450,1854
4/27/2017, 11.0 , 11.0 , 1.0 ," 88,440.0 "," 114,797.0 ",1.298021257,5,2,1,1," 13,110.0 ",41472,455000,330000,1607411000,40950,19800,13200,1584
4/28/2017, 11.0 , 13.0 , 1.2 ," 88,451.0 "," 114,810.0 ",1.298006806,5,2,0,1," 13,800.0 ",42768,500000,285000,1607626000,60000,14250,14250,1425
5/1/2017, 40.0 , 41.0 , 1.0 ," 88,491.0 "," 114,851.0 ",1.297883401,13,7,4,2," 13,662.0 ",41472,525000,285000,1607866000,52500,14250,11400,1254
5/2/2017, 14.0 , 18.0 , 1.3 ," 88,505.0 "," 114,869.0 ",1.297881476,6,2,1,1," 13,110.0 ",41472,545000,279000,1608132000,54500,16740,13950,1116
5/3/2017, 33.0 , 34.0 , 1.0 ," 88,538.0 "," 114,903.0 ",1.297781743,12,6,1,3," 13,110.0 ",42768,465000,282000,1608315000,46500,16920,8460,846
5/4/2017, 19.0 , 23.0 , 1.2 ," 88,557.0 "," 114,926.0 ",1.297763023,9,2,0,1," 13,110.0 ",42768,550000,288000,1608577000,49500,14400,8640,691.2
5/5/2017, 31.0 , 31.0 , 1.0 ," 88,588.0 "," 114,957.0 ",1.297658825,13,4,3,2," 13,386.0 ",41472,540000,318000,1608799000,64800,25440,9540,1144.8
5/8/2017, 15.0 , 15.0 , 1.0 ," 88,603.0 "," 114,972.0 ",1.297608433,5,2,1,1," 13,386.0 ",43200,530000,297000,1609032000,53000,20790,14850,1188
5/9/2017, 16.0 , 18.0 , 1.1 ," 88,619.0 "," 114,990.0 ",1.297577269,6,2,1,1," 13,800.0 ",42768,510000,312000,1609230000,51000,21840,15600,1872
5/10/2017, 14.0 , 19.0 , 1.4 ," 88,633.0 "," 115,009.0 ",1.297586678,8,2,1,0," 13,248.0 ",41040,500000,270000,1609460000,60000,13500,13500,1080
5/11/2017, 8.0 , 12.0 , 1.5 ," 88,641.0 "," 115,021.0 ",1.297604946,5,1,1,1," 13,800.0 ",42768,510000,297000,1609673000,51000,20790,11880,1069.2
5/12/2017, 48.0 , 51.0 , 1.1 ," 88,689.0 "," 115,072.0 ",1.297477703,19,10,2,1," 13,110.0 ",42336,540000,309000,1609904000,64800,18540,12360,1359.6
5/15/2017, 45.0 , 46.0 , 1.0 ," 88,734.0 "," 115,118.0 ",1.297338112,16,7,5,3," 13,800.0 ",41904,505000,270000,1610139000,45450,18900,10800,1296
5/16/2017, 46.0 , 51.0 , 1.1 ," 88,780.0 "," 115,169.0 ",1.297240369,17,9,3,2," 13,110.0 ",42768,520000,279000,1610380000,62400,13950,11160,1339.2
5/17/2017, 43.0 , 47.0 , 1.1 ," 88,823.0 "," 115,216.0 ",1.297141506,14,7,1,1," 13,386.0 ",42336,520000,297000,1610603000,62400,20790,11880,1425.6
5/18/2017, 24.0 , 24.0 , 1.0 ," 88,847.0 "," 115,240.0 ",1.29706124,8,4,2,2," 13,662.0 ",42336,505000,309000,1610799000,40400,21630,12360,988.8
5/19/2017, 41.0 , 42.0 , 1.0 ," 88,888.0 "," 115,282.0 ",1.296935469,20,6,1,3," 13,248.0 ",42768,460000,315000,1610944000,41400,18900,12600,1260
5/22/2017, 21.0 , 24.0 , 1.1 ," 88,909.0 "," 115,306.0 ",1.296899077,11,5,2,1," 13,800.0 ",42768,485000,309000,1611120000,53350,18540,15450,1699.5
5/23/2017, 38.0 , 42.0 , 1.1 ," 88,947.0 "," 115,348.0 ",1.296817206,14,8,3,3," 13,110.0 ",42336,550000,297000,1611373000,66000,14850,8910,1069.2
5/24/2017, 41.0 , 45.0 , 1.1 ," 88,988.0 "," 115,393.0 ",1.296725401,19,9,1,1," 13,524.0 ",42336,465000,315000,1611523000,37200,15750,15750,1732.5
5/25/2017, 3.0 , 3.0 , 1.0 ," 88,991.0 "," 115,396.0 ",1.296715398,1,0,0,0," 13,800.0 ",42336,535000,294000,1611764000,53500,14700,11760,1411.2
5/26/2017, 25.0 , 28.0 , 1.1 ," 89,016.0 "," 115,424.0 ",1.296665768,12,4,1,1," 13,662.0 ",43200,480000,303000,1611941000,57600,21210,15150,1515
5/29/2017, 6.0 , 9.0 , 1.5 ," 89,022.0 "," 115,433.0 ",1.296679472,4,1,1,1," 13,248.0 ",42768,500000,294000,1612147000,60000,17640,14700,1176
5/30/2017, 39.0 , 42.0 , 1.1 ," 89,061.0 "," 115,475.0 ",1.296583241,13,7,2,3," 13,524.0 ",42336,520000,279000,1612388000,62400,22320,11160,892.8
5/31/2017, 8.0 , 8.0 , 1.0 ," 89,069.0 "," 115,483.0 ",1.296556602,3,1,1,1," 13,386.0 ",41472,545000,321000,1612612000,54500,25680,16050,1444.5
6/1/2017, 43.0 , 48.0 , 1.1 ," 89,112.0 "," 115,531.0 ",1.296469611,21,5,2,5," 13,800.0 ",42768,500000,294000,1612818000,50000,20580,14700,1617
6/2/2017, 10.0 , 15.0 , 1.5 ," 89,122.0 "," 115,546.0 ",1.296492449,6,2,1,2," 13,248.0 ",43200,500000,303000,1613015000,50000,21210,12120,1333.2
6/5/2017, 31.0 , 33.0 , 1.1 ," 89,153.0 "," 115,579.0 ",1.296411786,13,5,2,3," 13,524.0 ",42336,535000,285000,1613265000,42800,22800,14250,1425
6/6/2017, 46.0 , 48.0 , 1.0 ," 89,199.0 "," 115,627.0 ",1.296281348,19,5,1,5," 13,248.0 ",41904,465000,273000,1613457000,41850,13650,10920,982.8
6/7/2017, 33.0 , 36.0 , 1.1 ," 89,232.0 "," 115,663.0 ",1.296205397,13,7,2,3," 13,110.0 ",42336,525000,306000,1613676000,47250,15300,15300,1530
6/8/2017, 17.0 , 21.0 , 1.2 ," 89,249.0 "," 115,684.0 ",1.296193795,9,3,1,1," 13,386.0 ",43200,530000,300000,1613906000,47700,21000,15000,1200
6/9/2017, 15.0 , 20.0 , 1.3 ," 89,264.0 "," 115,704.0 ",1.296200036,7,2,1,1," 13,662.0 ",41040,520000,321000,1614105000,62400,22470,16050,1444.5
6/12/2017, 36.0 , 40.0 , 1.1 ," 89,300.0 "," 115,744.0 ",1.29612542,14,4,4,2," 13,110.0 ",41904,550000,273000,1614382000,44000,19110,8190,982.8
6/13/2017, 3.0 , 5.0 , 1.7 ," 89,303.0 "," 115,749.0 ",1.296137868,2,1,0,0," 13,248.0 ",41904,450000,285000,1614547000,40500,17100,11400,1140
6/14/2017, 46.0 , 48.0 , 1.0 ," 89,349.0 "," 115,797.0 ",1.29600779,15,9,2,1," 13,662.0 ",41472,465000,303000,1614709000,37200,24240,12120,1333.2
6/15/2017, 5.0 , 8.0 , 1.6 ," 89,354.0 "," 115,805.0 ",1.2960248,4,1,1,0," 13,248.0 ",41472,515000,309000,1614915000,56650,21630,12360,1483.2
6/16/2017, 21.0 , 23.0 , 1.1 ," 89,375.0 "," 115,828.0 ",1.295977622,8,3,1,0," 13,248.0 ",42768,455000,321000,1615049000,36400,25680,9630,963
6/19/2017, 34.0 , 39.0 , 1.1 ," 89,409.0 "," 115,867.0 ",1.295920992,17,6,2,2," 13,386.0 ",41904,470000,303000,1615216000,42300,18180,12120,1212
6/20/2017, 36.0 , 37.0 , 1.0 ," 89,445.0 "," 115,904.0 ",1.295813069,18,6,2,3," 13,524.0 ",41904,455000,285000,1615386000,36400,14250,11400,1368
6/21/2017, -   , 3.0 , NULL ," 89,445.0 "," 115,907.0 ",1.29584661,1,0,0,0," 13,800.0 ",42336,500000,291000,1615595000,40000,17460,11640,1047.6
6/22/2017, 44.0 , 46.0 , 1.0 ," 89,489.0 "," 115,953.0 ",1.295723497,20,6,1,4," 13,248.0 ",41472,510000,324000,1615781000,51000,16200,12960,1555.2
6/23/2017, 27.0 , 31.0 , 1.1 ," 89,516.0 "," 115,984.0 ",1.295678985,13,6,2,2," 13,800.0 ",42336,545000,279000,1616047000,59950,16740,13950,1116
6/26/2017, 16.0 , 19.0 , 1.2 ," 89,532.0 "," 116,003.0 ",1.295659652,9,3,1,0," 13,110.0 ",42336,540000,291000,1616296000,59400,20370,11640,1396.8
6/27/2017, 18.0 , 18.0 , 1.0 ," 89,550.0 "," 116,021.0 ",1.295600223,7,3,1,1," 13,662.0 ",42336,520000,276000,1616540000,46800,16560,13800,1518
6/28/2017, 36.0 , 39.0 , 1.1 ," 89,586.0 "," 116,060.0 ",1.295514924,14,4,2,3," 13,386.0 ",43200,450000,330000,1616660000,54000,19800,16500,1650
6/29/2017, 20.0 , 21.0 , 1.1 ," 89,606.0 "," 116,081.0 ",1.295460125,10,2,1,1," 13,386.0 ",43200,480000,330000,1616810000,48000,23100,16500,1650
6/30/2017, 16.0 , 19.0 , 1.2 ," 89,622.0 "," 116,100.0 ",1.295440852,10,4,1,0," 13,110.0 ",41472,535000,282000,1617063000,48150,14100,8460,761.4
